Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
0.678,0.506,1.041,0.782,-2.02,-2.251,-1.103,1.473,-0.906,1.728,0.243,-0.728,0.872,0.98,0.535,0.042,1.002,-1.496,0.133,-0.278,-0.455,-1.896,-0.625,-0.277,-1.397,1.407,-2.157,-0.243,0.634,0.43,-0.564,-0.159,1.455,-0.602,-0.259,0.338,-0.306,0.053,1.336,0.314,0.982,0.026,-0.159,0.706,0.111,-0.843,0.048,0.364,1.356,-1.674,0.796
0.426,0.232,-0.933,1.327,1.237,-0.377,1.098,-1.456,0.747,-0.163,0.369,-0.051,-1.093,-1.808,0.034,0.042,1.802,-0.068,0.302,-0.241,-0.448,-1.788,-1.545,-0.232,0.145,0.166,-0.603,-0.265,-0.966,0.298,0.429,2.389,-0.474,0.929,0.239,0.344,0.826,-1.371,1.725,0.085,2.152,0.291,-0.368,-0.338,-0.49,0.419,0.16,0.364,1.143,0.458,0.852
-0.585,-0.952,-0.609,-0.384,-1.855,-0.074,-0.132,0.022,1.493,0.264,0.242,-0.482,-0.357,0.113,-0.767,0.473,-1.966,0.551,0.169,-0.312,-0.35,-0.78,0.758,-0.571,-0.004,-1.418,-0.993,0.836,-0.383,-0.366,0.622,-1.406,-1.098,0.182,0.51,0.881,-1.317,-0.542,0.408,-0.076,-0.457,0.674,0.563,-0.677,0.412,0.648,0.91,1.077,-1.337,1.292,-0.636
0.095,0.084,1.045,0.238,-0.998,-0.404,0.352,0.375,0.815,0.201,-0.887,-0.536,1.092,0.909,0.465,0.904,1.098,-0.844,-0.836,-0.059,0.278,0.513,1.796,0.193,0.795,0.036,-0.893,-0.834,1.101,-0.897,0.067,0.56,0.381,-1.308,-0.621,-0.206,0.811,0.859,0.824,0.341,-2.397,-1.223,-0.371,0.26,-0.718,-0.04,-0.29,-0.349,1.129,-1.354,0.343
1.587,1.533,0.669,1.423,0.543,0.366,0.225,2.264,0.085,-0.831,1.631,-0.583,0.813,0.678,1.551,0.473,0.51,-0.056,1.348,-1.034,-1.78,-1.298,-1.961,-0.832,0.131,-0.89,-0.579,0.63,0.738,0.165,0.44,-0.36,1.016,0.858,-0.063,0.525,-1.322,-0.348,-1.496,0.792,-0.46,0.516,0.566,1.409,0.673,0.362,-0.102,0.602,0.364,0.168,1.509
0.216,-0.101,0.154,-0.176,0.144,-1.611,-0.427,-0.385,-0.03,0.432,0.115,-0.756,-0.448,-1.192,-0.117,-2.114,0.23,-0.584,-0.032,0.911,-0.908,1.232,0.268,-0.316,0.558,-0.658,-0.069,0.599,-0.158,-0.897,-0.138,-1.344,-0.65,-0.285,-1.013,0.357,-1.321,-0.305,-1.658,0.172,-2.435,-0.269,-0.233,-0.107,1.14,0.878,1.768,0.364,0.314,0.278,-0.432
1.756,1.676,0.929,1.264,0.484,1.214,-0.951,-0.221,-2.255,0.823,1.786,-0.411,0.296,0.463,1.959,-1.252,0.69,-0.195,1.191,0.633,-2.24,-0.027,0.64,-0.639,-0.286,-0.063,0.213,1.936,1.392,0.43,0.992,-0.668,0.316,0.237,1.068,0.329,-1.317,-0.423,-0.226,0.794,0.997,2.33,0.145,1.88,-0.584,0.629,0.038,0.364,0.807,0.023,1.573
0.628,0.621,0.935,1.399,-0.158,1.814,-0.435,-0.081,-0.973,0.304,0.129,-1.707,0.752,-0.013,0.467,0.042,0.562,-1.97,0.575,1.312,-1.134,0.962,-0.504,-1.39,0.606,-2.848,-0.009,-0.017,0.744,-0.366,-0.03,0.671,0.488,-0.479,0.133,0.72,-0.185,0.411,-0.242,0.366,1.281,-0.115,0.049,0.656,0.655,-0.155,0.273,0.839,0.699,-0.409,0.964
0.68,0.382,0.987,0.882,-0.158,1.051,-0.053,1.443,-0.554,-0.927,-0.034,-0.264,1.157,0.886,0.675,0.042,0.875,-0.254,-0.199,-0.283,0.094,1.191,-0.22,-0.871,-0.717,0.236,-0.623,-0.626,0.986,-0.897,0.526,0.657,0.498,-0.063,-0.47,0.341,1.111,0.772,-0.054,0.441,-0.447,-0.669,0.254,0.466,0.436,0.534,0.61,0.364,0.788,-0.682,0.624
1.03,0.756,0.975,-0.28,0.444,0.623,-0.744,-0.937,-0.628,-0.307,0.248,-1.555,0.051,-0.518,0.884,0.042,-0.196,-1.827,0.13,1.423,-0.452,-0.544,-0.316,-0.319,-0.575,0.98,0.338,-0.209,-0.102,-0.897,0.532,-0.23,0.723,-0.639,-0.063,0.351,0.8,0.421,0.43,0.507,0.426,-0.267,-0.147,0.616,-0.014,0.534,0.835,0.364,-0.655,-1.022,1.115
1.089,1.173,0.876,-0.029,-0.277,-1.284,0.102,-0.923,0.279,-0.178,0.867,0.427,0.088,0.318,1.196,-0.39,0.213,1.194,1.284,1.219,-0.148,-0.414,-1.506,-1.914,-2.002,0.131,1.309,1.427,0.296,-0.366,0.081,-0.829,0.652,-1.35,1.068,1.321,-1.314,-0.798,-0.019,0.555,-0.456,1.326,-0.307,1.009,-0.403,-0.04,0.16,1.671,-0.468,-0.635,1.434
0.463,0.453,-0.156,-1.229,-0.928,-0.407,-0.014,-1.704,0.565,-0.478,0.483,-0.178,-0.296,-0.179,0.223,0.042,0.131,0.067,0.451,-0.608,0.413,1.361,1.076,0.58,-0.304,-1.933,0.945,-0.224,-0.826,0.165,0.446,0.019,0.316,0.056,0.429,0.336,0.967,0.171,0.894,0.288,-0.461,0.343,-0.221,-0.024,-0.106,-0.212,0.16,0.364,-0.274,-0.186,1.07
-1.619,-1.299,0.052,-1.235,1.895,0.688,0.293,-1.995,0.488,-2.254,-0.853,0.016,1.151,1.142,-1.393,0.904,-1.225,0.25,-1.754,-0.257,0.465,0.067,0.044,0.248,1.186,2.101,-0.569,-1.496,0.617,0.43,0.251,0.729,-1.081,-0.826,-0.621,-0.095,0.119,2.799,0.298,0.134,-0.451,-1.402,-0.066,-0.438,0.415,0.075,0.048,-0.646,-0.634,-0.01,-1.532
0.628,0.677,-0.207,-0.281,-0.113,0.224,0.433,-0.483,-1.75,0.362,0.755,-0.013,-0.471,0.001,0.282,0.042,-2.072,-0.102,0.71,1.137,-1.398,-0.15,2.055,-1.503,-0.982,0.621,0.606,1.448,-1.246,0.43,-0.569,-0.312,0.5,0.172,1.445,0.348,0.255,-0.888,1.829,0.328,-0.445,1.443,-0.061,-0.439,0.474,-0.843,0.16,0.364,-2.41,-1.265,-0.323
0.832,1.162,0.994,1.152,-0.041,-0.125,0.199,0.327,-2.306,0.189,0.968,-1.127,0.531,0.627,1.073,-0.39,0.225,-1.058,1.266,0.472,0.073,-0.596,-2.003,-0.727,0.269,1.049,-0.584,1.663,0.874,0.386,0.156,-1.922,1.036,-0.016,0.133,0.696,-1.322,-0.091,0.297,0.527,-0.463,1.504,0.254,1.329,0.177,0.075,0.048,0.839,0.23,-0.156,1.151
0.446,0.095,-0.033,-0.287,-0.642,0.59,-1.538,-0.465,0.092,-2.745,0.516,-0.566,0.967,1.057,0.122,0.904,0.978,-0.578,0.342,-1.298,-0.173,-0.325,-0.725,-1.879,-0.723,0.206,-0.558,0.322,0.49,0.43,0.42,2.125,0.096,-0.192,-0.063,0.257,-1.19,0.289,-0.967,0.309,-0.452,0.135,0.113,0.373,1.21,0.304,0.048,0.245,1.34,0.308,0.46
0.302,0.034,-0.149,-0.817,0.233,-1.373,0.388,0.905,1.068,-0.672,0.669,-0.67,0.861,0.8,-0.136,0.904,0.583,-0.73,0.628,0.867,-1.808,-1.302,0.225,1.195,-1.234,-1.487,1.604,0.442,0.421,-0.366,0.536,1.8,0.404,0.176,1.068,0.7,-0.618,-0.062,-0.518,0.168,-0.46,0.18,-0.364,0.412,-0.515,0.476,0.198,0.839,0.935,0.254,-0.138
0.904,1.27,0.803,1.526,-0.498,2.331,-0.05,0.912,0.617,-1.203,1.129,-0.567,1.117,1.023,1.276,0.473,1.791,-0.12,0.788,-0.548,-0.225,0.801,0.763,0.25,0.173,-0.67,-0.534,0.279,1.032,0.652,0.081,-1.342,-0.112,0.659,-0.063,-0.645,-1.32,-0.505,0.205,0.572,2.136,0.61,-0.197,1.419,-0.583,-0.04,0.207,-0.289,1.847,0.409,0.979
0.26,0.415,0.439,-0.272,-1.301,-0.467,0.395,-0.044,-0.341,-0.936,-0.345,-0.081,1.246,1.088,0.589,0.904,0.943,0.271,-0.248,-0.149,-0.165,-0.285,-0.24,-0.744,1.775,0.38,1.24,-0.593,0.65,-0.366,0.254,0.61,-0.292,0.808,0.133,0.616,-0.483,0.024,0.686,0.347,-0.455,-0.591,0.793,0.466,0.391,0.247,0.048,0.72,0.732,0.044,0.251
-0.276,-0.075,1.302,-0.424,-0.445,0.877,-1.121,-0.175,1.225,-0.278,-1.287,-0.694,1.187,0.989,0.34,0.904,0.854,-0.736,-0.988,-0.451,-0.32,0.36,2.072,0.108,-0.565,0.694,-0.393,-0.847,0.9,0.165,0.424,1.126,0.1,-0.653,-0.259,0.248,1.144,1.029,0.621,0.281,-0.442,-1.258,1.677,0.326,1.332,0.419,0.16,0.245,0.666,-1.794,0.251
-0.198,0.171,-1.184,-1.623,0.661,-0.524,2.996,-1.635,-1.501,-0.574,-0.736,-0.555,-0.843,-1.314,-0.139,0.042,-0.533,-0.634,-0.677,0.745,0.873,-1.15,1.808,1.225,-0.37,1.058,1.071,-1.378,-0.833,0.165,-0.383,0.566,-0.855,-1.251,1.068,-0.202,1.402,0.023,-0.514,0.06,0.853,-1.046,1.796,-0.034,0.918,-0.613,-0.29,-0.349,-0.405,0.031,-0.36
0.323,0.417,0.094,-0.512,-0.127,-1.285,0.652,-0.021,-0.304,-2.462,0.194,-0.507,0.991,1.099,0.315,1.335,0.109,-0.734,-0.067,1.856,2.682,0.889,0.879,-1.811,-0.305,0.625,2.256,-1.014,0.064,-0.366,0.159,1.376,0.224,0.595,1.068,0.248,1.401,-0.673,-0.398,0.289,-0.455,-0.725,0.089,0.303,0.278,0.075,-0.065,0.245,-0.017,0.045,0.607
1.172,1.305,1.311,1.927,0.284,-3.037,-1.273,-1.312,0.716,0.308,1.258,-0.631,0.998,0.75,1.543,-0.39,0.706,-0.116,0.966,0.321,0.946,1.403,1.115,-1.034,-1.253,-0.984,-0.641,0.944,1.51,0.165,0.989,-1.767,0.541,1.2,0.133,0.341,-1.316,-0.087,0.707,0.647,0.737,1.039,-0.035,1.507,0.93,0.548,0.273,-0.923,0.472,-0.045,1.342
-0.018,-0.127,-0.157,0.196,1.332,-0.003,-0.079,0.27,2.231,-1.544,0.182,-0.205,0.643,0.31,-0.268,0.042,0.481,-0.187,0.161,-0.733,0.736,-0.901,1.075,1.964,0.54,0.01,-1.265,-0.155,0.314,-0.897,0.434,0.939,3.525,-0.106,-0.621,0.344,-0.483,0.673,-0.095,0.104,-0.447,-0.144,0.135,0.354,-0.164,0.362,0.273,0.364,0.785,0.592,0.05
-0.433,0.039,1.032,-0.72,-0.027,-1.044,1.327,-0.126,0.126,0.408,-1.423,-0.295,0.88,0.903,0.316,-0.39,-0.581,0.123,-1.526,0.226,0.605,0.141,-0.044,-0.95,1.442,-0.41,1.112,-1.208,1.136,-0.941,-0.39,-1.242,-0.136,-0.51,1.445,0.068,0.652,0.546,0.27,0.552,1.124,-1.42,2.157,-0.019,0.844,-0.231,-0.065,0.661,-0.133,-0.599,-0.065
-0.606,-0.587,1.543,-0.796,0.465,-1.26,0.304,-0.303,-0.301,0.885,-1.599,-0.053,1.163,0.909,0.086,0.042,0.709,0.282,-1.18,-0.548,0.564,0.837,-0.246,0.1,0.12,-0.398,-1.058,-1.082,0.808,0.165,-0.573,0.999,-0.553,-0.581,0.019,-0.99,1.688,1.056,0.241,0.206,0.711,-1.271,0.018,-0.373,-0.017,0.209,0.427,-0.497,0.899,-1.366,-0.244
0.563,0.08,0.439,-0.935,0.054,1.026,-0.331,0.326,-0.229,-1.058,-0.065,-0.6,0.275,0.345,0.138,0.904,-0.145,-0.635,0.279,0.327,-1.192,0.955,1.709,1.503,-0.565,-1.387,-0.027,0.401,-0.447,0.43,-0.38,1.77,-0.034,-0.177,0.51,0.331,-0.437,-0.076,0.054,0.206,0.4,0.086,-0.337,-0.06,0.578,-0.785,0.104,0.364,-0.477,-1.557,0.065
-0.231,-0.539,-1.138,-0.805,-0.529,-0.733,-0.751,-0.44,0.449,-0.5,0.12,-0.23,-2.821,-2.946,-0.567,-3.838,-2.046,0.589,-0.052,-0.636,-0.556,-1.307,-0.739,1.908,-0.035,0.771,-0.269,1.419,-2.499,0.43,-3.57,-0.887,0.808,-0.863,1.822,-5.529,0.255,-1.045,-1.636,-0.243,-0.457,1.003,-4.44,-1.726,-4.044,-2.735,0.16,0.364,-2.549,0.899,-1.352
0.65,0.633,0.282,-0.808,0.432,-0.355,1.262,0.307,-0.576,1.001,0.618,-1.088,0.176,0.257,0.767,0.042,-1.573,-1.015,0.884,0.369,-0.39,-1.049,-0.998,-0.226,0.152,2.249,1.695,1.195,0.069,0.187,-0.575,-0.32,0.095,-0.866,1.068,0.335,-1.191,-0.149,-0.777,0.47,-0.452,1.416,0.106,-0.019,1.392,-0.317,0.16,0.364,-1.973,-0.688,0.498
0.72,0.709,0.618,-0.43,-1.028,-1.217,-2.979,0.82,-1.987,0.11,0.305,-1.576,0.512,-0.086,0.538,0.042,-0.06,-1.602,0.624,1.063,-0.779,-0.446,-0.973,0.813,0.159,0.244,-0.293,0.363,0.392,-1.162,0.429,0.046,1.255,-0.331,-0.063,-0.648,-1.32,0.825,0.057,0.326,0.433,0.124,-0.547,0.62,-0.495,0.419,-0.29,-0.943,-0.118,-0.074,0.829
-0.532,0.03,-0.062,1.327,0.368,0.172,1.709,-1.366,1.066,-0.704,-0.581,0.235,0.942,1.127,0.133,0.042,0.504,0.526,-0.175,-1.348,-0.71,0.142,-1.217,1.321,0.933,0.543,-2.276,-1.572,1.059,0.165,-1.307,-0.369,0.139,0.328,-0.259,-0.645,1.111,0.878,1.573,0.206,-0.452,-1.322,1.678,0.796,-0.16,-1.645,-1.302,-0.943,0.607,0.917,-0.494
0.197,0.365,0.39,0.836,0.361,-1.835,-0.198,-0.14,-0.617,0.854,1.018,-0.44,0.475,0.852,0.925,-0.39,-0.137,0.264,0.872,-1.062,1.647,0.524,-1.075,1.289,-0.163,1.038,-0.929,1.949,0.194,0.696,0.077,-1.455,-1.025,1.685,0.133,-0.731,-1.314,-1.148,-1.169,0.182,-0.459,1.836,-0.059,0.638,-0.434,-0.04,-0.29,-0.943,-0.586,1.065,0.555
-1.242,-1.87,-1.747,-0.343,0.246,-0.721,-0.334,1.3,-1.268,0.311,-0.456,-0.552,-0.454,-0.074,-1.931,0.042,-0.317,-1.324,-0.403,0.95,-0.614,-0.448,0.218,-0.487,0.932,0.384,0.756,1.422,-0.912,0.696,0.074,1.432,-1.321,-1.663,0.872,0.338,0.396,-1.045,-1.477,-0.264,-0.457,1.162,-0.513,-1.474,-0.428,-0.04,0.273,0.364,0.85,1.693,-1.4
0.507,0.813,0.253,0.332,-0.021,-0.699,0.082,0.85,-1.242,-0.097,1.273,-0.396,-0.305,-0.344,0.315,0.042,-0.294,0.691,1.449,-0.291,-0.188,1.855,-0.733,0.884,0.766,-1.109,-0.963,-0.578,0.258,0.43,4.438,-1.46,0.581,0.604,0.133,-0.2,-0.183,-0.153,-0.124,0.469,0.738,-0.512,-0.54,0.526,-0.599,4.834,4.491,-0.349,0.227,0.065,0.398
0.293,-0.051,2.55,-0.222,-0.562,-0.153,-0.757,-0.163,-1.424,0.033,-0.884,0.114,1.08,0.949,0.617,0.042,-0.195,0.611,-1.047,0.686,0.675,0.349,-0.669,1.938,-0.648,0.881,-0.423,-1.321,1.291,0.696,-0.88,0.384,-0.002,0.08,0.133,-0.259,1.226,0.992,0.235,0.292,2.097,-1.116,-0.187,0.03,-0.77,-0.441,-0.402,-0.349,-0.19,-2.437,0.275
0.21,0.136,0.645,1.011,2.016,0.786,1.476,0.725,0.441,-0.632,-0.057,-1.554,0.113,-0.383,-0.009,0.042,-0.275,-1.7,0.12,1.811,2.03,0.567,-1.131,-1.457,-1.029,-0.896,0.089,-0.198,-0.171,-0.897,0.074,-0.068,-0.425,-1.019,-0.063,0.699,-0.045,-0.055,0.657,0.278,1.756,0.222,-0.101,0.035,0.463,-1.378,-1.626,0.839,-0.169,-0.855,0.312
0.449,0.53,0.258,-0.702,0.314,-0.407,-0.684,0.815,-0.587,1.945,0.712,-0.47,0.698,1.178,0.131,1.335,-0.291,-0.695,0.796,1.649,0.873,-0.057,-0.543,-0.194,1.648,-2.471,1.363,0.412,0.114,0.961,0.347,0.265,-0.868,0.371,1.822,0.295,-0.027,-0.983,1.049,0.314,-0.452,0.217,-0.815,0.473,-0.905,0.476,0.666,0.602,-0.033,-0.26,0.714
0.494,0.273,-0.06,-1.076,0.265,-0.01,0.206,-1.3,-0.29,0.038,0.185,-1.23,0.86,0.778,0.178,0.904,1.224,-2.261,0.326,1.093,1.965,-0.018,1.133,-0.307,1.485,-1.963,2.099,-0.008,0.427,-0.543,0.177,1.604,-0.184,-0.07,1.068,0.696,0.761,-0.128,-0.893,0.268,-0.457,-0.24,-0.262,0.551,0.136,0.075,-0.065,0.839,0.86,-0.237,0.261
-0.109,0.049,0.168,-1.958,-0.528,0.086,-0.738,0.263,-0.9,-0.69,-0.115,-0.553,0.321,0.395,0.16,0.473,-0.24,-0.17,-0.17,0.153,-0.546,-0.951,1.36,1.569,1.237,0.45,-0.84,-0.878,-0.157,-0.366,0.248,-1.246,-2.03,-0.042,0.133,0.699,0.843,-0.303,0.625,0.324,2.145,-0.848,0.878,0.192,0.59,0.19,-0.065,0.839,-0.019,-0.039,0.26
0.388,0.52,0.243,-0.141,0.146,-0.191,-1.751,0.011,0.513,0.208,0.365,-0.328,1.028,1.075,0.512,1.335,0.211,-0.308,0.363,1.33,-0.308,-0.619,-0.611,0.563,-0.353,0.069,2.245,-0.297,0.223,0.165,0.248,0.656,0.265,0.892,1.445,0.709,-0.354,-0.701,-0.01,0.26,-0.451,-0.081,0.181,0.254,-0.02,0.19,0.385,0.76,-0.12,0.027,0.85
0.654,0.225,0.706,0.489,-1.359,-0.908,-0.291,0.015,0.882,-0.705,-0.274,-1.409,0.145,-0.366,0.51,0.042,-0.278,-1.39,0.466,1.036,-0.305,-2.041,-0.232,0.155,1.287,-2.684,0.341,0.274,-0.025,-0.897,-0.018,0.413,-0.681,-0.107,-0.259,0.721,-0.614,-0.206,-0.255,0.508,-0.452,-0.122,-0.107,0.331,0.253,-0.155,0.273,0.839,-0.044,-0.724,0.797
0.027,0.068,-0.12,-0.696,-0.876,1.192,-0.403,-0.525,-1.357,1.889,0.78,-0.165,-0.065,0.377,-0.203,-0.39,0.28,0.077,0.699,0.341,1.452,1.148,-0.729,-0.201,-0.083,-0.647,1.427,1.559,-0.261,-0.366,0.07,-1.075,-0.218,-0.7,1.445,1.318,-1.313,-0.881,-0.412,0.266,-0.453,1.439,-0.082,0.07,1.007,-0.04,0.16,1.671,0.426,0.74,-0.102
1.087,0.822,1.695,1.425,1.307,0.086,-1.734,-0.183,0.523,-2.675,0.516,-1.262,1.096,1.097,1.122,0.473,-0.203,-1.215,0.552,-0.927,-1.751,-0.74,0.482,-0.311,-0.379,1.0,-0.823,0.432,1.049,-0.366,-0.542,-0.813,0.692,0.785,0.133,-0.309,-1.316,0.068,-0.771,0.573,1.117,0.641,1.128,0.706,0.565,2.469,1.608,-0.349,-0.544,-1.101,1.552
0.592,0.525,0.191,0.8,1.676,-0.077,-0.905,2.655,-0.261,1.383,0.26,-0.937,0.521,0.366,0.38,0.042,1.011,-1.961,0.647,-0.376,1.692,0.2,1.016,-1.316,1.271,-1.399,-1.329,0.175,-0.084,-0.808,0.346,0.75,3.196,-0.504,-0.817,0.333,-0.483,0.164,-0.22,0.295,-0.447,0.387,0.89,0.063,0.582,0.247,0.216,0.364,1.421,-0.645,1.006
0.199,0.094,0.406,-0.381,1.198,-1.767,0.714,1.595,0.688,0.242,-0.169,-0.217,0.517,0.682,0.252,0.042,-0.463,-0.164,0.277,-0.356,-0.977,-0.262,-0.93,1.545,-0.282,1.249,-1.661,-0.254,0.173,-0.366,-0.114,-0.579,-0.911,-0.25,-0.063,0.337,0.683,-0.197,1.319,0.297,-0.446,-0.153,0.717,0.193,0.062,-0.269,-0.29,0.364,-0.66,-0.826,0.171
0.078,-0.009,-1.169,-0.482,1.152,-0.794,-0.331,-1.994,2.687,-0.345,0.099,-0.121,0.98,1.318,-0.157,0.042,0.087,0.207,0.569,-0.65,0.311,-0.877,-0.231,0.003,-0.246,1.046,1.865,0.734,-0.134,0.165,0.435,1.755,-1.52,0.251,0.51,0.34,-1.191,-2.002,-1.763,0.119,-0.457,0.611,0.164,-0.231,0.485,0.419,0.16,0.364,0.058,0.341,-0.117
-1.721,-2.438,-0.695,-0.432,-1.089,-0.867,0.253,-0.294,-0.468,1.173,-0.575,0.049,0.308,0.527,-2.557,0.042,-1.052,0.294,-1.273,-0.461,-1.14,0.578,-2.537,-0.445,-0.382,-0.617,-2.026,-0.124,-0.956,-0.897,0.261,0.952,1.376,-0.325,-0.621,0.335,-1.191,-0.355,-0.101,-0.303,-0.449,-0.034,-0.337,-1.926,0.119,0.19,0.273,0.364,-0.671,0.988,-1.549
1.732,1.368,0.008,0.397,-0.066,1.224,-1.755,-1.573,2.278,0.718,1.582,-0.789,-1.572,-1.716,1.472,-1.252,-0.95,0.143,0.963,0.822,0.845,-1.48,-0.353,0.778,-0.654,0.404,0.959,1.373,-0.533,-0.897,1.439,-1.017,0.326,-0.241,0.51,1.329,-0.174,-0.849,-0.682,0.691,1.13,1.895,0.044,-0.07,0.902,1.68,0.835,1.671,-0.938,-0.552,1.012
-2.958,-0.673,2.278,-0.534,-0.417,-0.605,-0.939,-0.178,-0.221,0.502,-3.228,-0.053,1.895,1.397,1.193,0.473,-0.472,0.387,-3.229,0.52,-0.84,0.974,0.698,-0.614,-0.666,0.553,1.15,-2.435,2.861,-0.897,0.066,0.517,-0.51,0.413,1.445,0.691,1.688,6.999,1.354,0.713,-0.447,-2.148,1.273,1.133,0.761,-0.002,-0.252,0.839,-1.027,-0.285,-1.408
0.409,0.465,0.946,-1.007,0.587,0.835,0.799,0.937,-1.356,-1.273,-0.045,-1.479,0.492,-0.494,0.265,0.042,-0.086,-1.562,0.189,2.096,-1.677,1.167,0.887,1.368,-0.42,-1.256,-0.158,-0.373,0.324,-1.162,1.383,-0.209,-0.087,-1.834,-0.621,0.227,0.51,0.98,-0.766,0.182,-0.457,-0.465,-0.49,0.173,0.244,1.68,2.635,-1.062,-0.17,-1.097,0.385
0.479,0.384,1.026,-0.547,-0.637,2.052,-0.225,0.21,-1.109,-1.363,-0.592,-0.267,0.993,0.873,0.759,0.042,0.299,-0.413,-0.849,-0.378,0.496,0.196,-1.326,-0.197,-0.771,-2.503,-2.296,-1.379,1.048,0.165,-0.558,0.12,0.73,-0.44,-0.259,0.341,0.969,1.848,1.059,0.376,-0.459,-1.265,-0.287,0.47,-0.231,-0.843,-0.206,0.364,0.238,-1.258,-0.027
-1.184,-1.49,-1.848,-2.538,1.115,-1.066,0.298,2.891,-0.817,0.737,0.231,0.248,-1.747,-1.887,-2.093,-0.39,-1.139,0.678,0.709,-2.478,0.549,1.501,-0.38,-1.129,2.064,1.019,-0.568,0.505,-2.145,-1.693,1.444,0.623,-2.162,1.544,0.133,-4.065,1.659,-1.343,0.485,-0.361,-0.446,0.692,0.484,-1.434,-0.099,-0.04,-0.29,-4.685,-0.811,1.963,-2.073
-0.631,-1.143,-0.353,-1.026,-1.577,0.293,0.46,1.19,0.568,0.756,-0.291,-0.511,0.779,0.936,-1.123,0.904,-0.934,-0.716,-0.143,0.585,0.001,0.616,0.755,-1.209,0.158,-1.582,1.289,-0.847,-0.297,-0.897,0.078,1.037,-0.738,0.123,0.51,0.593,-0.483,0.177,-0.25,0.103,0.38,-0.303,0.788,-0.484,1.142,-0.04,-0.065,0.72,-0.774,0.071,-0.713
1.678,1.411,-0.022,-0.136,0.784,0.196,0.811,0.248,0.86,1.982,1.345,-0.209,-1.424,-1.138,1.246,0.042,1.252,0.367,0.485,-0.885,0.146,-1.837,0.261,-2.784,-1.422,2.246,-0.324,3.251,-1.047,0.696,0.623,0.542,1.571,0.628,0.51,0.342,0.233,-0.966,0.413,0.489,-0.455,1.831,0.761,0.494,-0.198,0.596,0.334,0.364,1.245,-0.515,1.609
1.55,1.293,1.821,1.455,-0.888,-1.55,-0.704,-0.685,0.429,-0.466,1.17,-1.612,0.866,0.627,1.615,0.473,0.814,-2.183,1.884,0.314,-1.335,1.115,1.723,-1.234,-1.157,-0.217,-0.665,1.69,1.11,0.165,0.434,-1.187,1.125,-0.185,0.133,0.513,-1.322,-0.48,-1.025,0.692,-0.46,1.578,-0.103,1.547,0.211,0.419,0.048,0.602,0.747,-1.693,1.893
0.342,0.513,0.078,-0.498,-0.552,0.707,1.712,-1.135,1.511,-0.351,0.796,0.031,0.463,0.61,0.1,0.042,-0.225,0.084,0.571,-0.761,-0.373,-1.311,0.339,-1.238,0.551,2.47,-2.23,0.829,-0.515,-1.162,0.258,0.301,1.312,-0.342,-0.621,0.338,-1.191,-0.328,0.982,0.263,-0.449,0.739,-0.16,-0.425,0.1,0.132,0.273,0.364,-0.193,-0.015,-0.3
0.622,0.206,0.889,-0.211,0.939,-3.492,-1.389,-0.282,0.881,0.431,-0.181,-0.748,1.047,0.917,0.74,0.042,0.901,0.282,0.059,-0.398,0.887,-0.043,1.058,-0.398,0.605,0.124,-1.133,-0.408,0.942,0.43,0.177,1.559,-0.184,-0.674,0.314,0.031,1.401,0.636,-0.674,0.403,0.404,-0.533,0.997,0.265,0.347,0.271,0.116,-0.2,0.88,-0.668,0.397
-0.589,-0.983,-1.299,-1.925,-0.656,-0.083,-0.299,-1.478,-0.817,-1.202,0.009,-0.111,-2.362,-1.602,-0.912,0.042,-2.505,-0.115,-0.168,-0.888,0.485,-0.145,-1.185,-0.065,1.116,0.107,-0.641,2.236,-3.424,0.961,1.247,0.771,0.364,0.318,0.133,-0.282,-1.313,-1.397,-0.29,-0.111,-0.457,2.662,-0.061,-3.603,0.641,-0.843,-2.722,-2.65,-2.595,0.575,-0.689
0.786,0.569,0.317,-0.942,-0.158,-0.909,0.041,1.134,0.047,2.373,0.347,-0.497,0.359,0.13,0.857,0.473,0.464,-0.649,-0.794,1.428,-1.004,-1.547,0.422,1.795,-0.758,0.926,1.242,-1.706,0.731,0.165,0.434,-0.737,0.095,-1.798,1.068,0.292,0.997,1.168,0.099,0.45,-0.453,-1.7,-0.009,0.419,-0.714,0.104,-1.387,0.364,0.602,-0.004,0.379
1.175,1.282,1.472,0.68,1.078,-0.347,-1.009,-1.275,-0.652,-2.314,1.033,-0.577,0.285,0.432,1.384,-0.821,0.496,-0.048,1.149,0.69,-1.002,0.064,0.32,0.21,-0.351,0.395,-0.312,1.405,1.111,-0.366,0.522,-1.554,0.333,-0.0,-0.063,0.297,-1.317,-0.019,0.958,0.616,0.141,1.421,1.426,1.393,-0.507,-0.059,-1.434,0.364,0.367,-0.165,1.619
