Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
-2.003,-2.534,-1.751,-2.001,1.403,0.445,0.099,0.911,-2.191,1.305,-0.94,0.088,-0.452,-0.201,-2.457,0.904,1.589,0.434,-1.152,-0.474,0.565,0.021,-1.652,-1.029,-0.982,-1.498,0.523,-0.16,-1.601,-0.1,-0.21,0.614,-1.443,0.063,0.51,0.329,-0.606,-0.109,0.412,-0.445,-0.448,0.078,-0.345,-1.402,0.93,-2.295,-2.146,0.364,1.642,2.313,-1.645
-0.195,-0.213,-0.316,-0.365,-0.426,0.827,-0.93,0.959,-1.303,-2.442,0.058,-0.154,0.508,0.504,-0.437,0.042,0.442,-0.311,-0.003,-0.679,-2.014,0.442,-0.445,-0.619,0.894,-1.659,-1.842,-0.217,0.142,0.276,-0.116,-0.182,0.178,-0.268,-0.621,0.335,0.536,-0.111,0.693,0.186,-0.451,-0.384,1.142,-0.049,1.019,-0.164,-0.074,0.364,1.18,0.337,0.077
0.14,0.073,0.02,-1.569,-1.293,-0.076,0.936,-0.24,0.099,0.988,-0.145,-1.135,0.724,0.566,-0.045,0.904,0.843,-2.187,0.015,0.125,-0.092,0.003,0.361,-0.869,0.372,0.386,-0.133,-0.706,0.463,0.43,-0.39,1.47,0.254,-0.012,1.068,0.337,1.688,0.949,-0.558,0.252,0.394,-0.839,0.168,0.48,0.663,-0.9,-0.009,0.364,1.426,-0.086,-0.006
-0.89,-0.149,1.319,0.639,-0.133,-2.147,-1.395,0.732,0.106,0.603,-1.752,0.327,0.975,0.732,0.125,0.904,0.198,0.866,-1.584,-2.038,-2.942,-0.8,-1.278,-2.218,-0.58,0.823,-0.649,-1.247,0.738,0.43,0.065,1.215,-0.893,0.326,-0.817,-0.192,1.245,0.862,0.525,0.305,2.137,-1.237,1.399,0.003,1.103,-0.04,-0.234,-0.289,0.11,-0.729,-0.026
0.628,0.621,0.935,1.399,-0.158,1.814,-0.435,-0.081,-0.973,0.304,0.129,-1.707,0.752,-0.013,0.467,0.042,0.562,-1.97,0.575,1.312,-1.134,0.962,-0.504,-1.39,0.606,-2.848,-0.009,-0.017,0.744,-0.366,-0.03,0.671,0.488,-0.479,0.133,0.72,-0.185,0.411,-0.242,0.366,1.281,-0.115,0.049,0.656,0.655,-0.155,0.273,0.839,0.699,-0.409,0.964
1.618,1.615,1.066,1.139,-0.029,-1.824,-0.694,0.032,0.628,-1.018,1.481,-0.344,0.146,0.353,1.652,-1.252,0.693,-0.22,1.685,0.972,0.391,1.401,-2.189,1.807,1.258,0.787,1.089,2.388,1.212,0.43,-0.846,0.24,-0.189,0.039,0.51,-0.221,-1.314,-0.651,-1.196,0.724,1.283,2.417,1.036,1.699,-0.289,-0.327,-1.415,-0.393,0.738,-0.247,1.86
-2.271,-0.399,0.223,1.011,1.242,-0.203,0.274,0.777,0.29,0.429,-2.88,0.224,1.051,0.967,0.282,0.76,0.94,0.616,-2.033,-2.063,-1.29,-0.432,-0.134,0.029,-0.156,0.822,-0.566,-1.534,0.768,0.43,-0.939,1.377,-0.683,0.428,-0.817,-1.092,1.401,1.74,-0.33,0.363,-0.439,-1.68,0.217,0.323,-0.396,-1.187,-1.392,-0.943,1.073,0.791,-0.096
0.5,0.538,1.118,0.121,1.077,-1.218,0.443,0.326,-0.6,1.224,0.338,-0.784,0.669,0.48,0.588,-0.821,-0.079,-0.355,0.227,0.424,-1.168,-0.443,-3.099,-0.475,0.12,-0.62,0.053,0.051,1.004,0.43,0.077,-0.84,0.557,0.171,0.133,-0.654,-1.317,0.246,-1.092,0.442,2.133,-0.088,0.403,0.836,1.25,-0.04,-0.852,-0.943,0.065,-0.377,1.271
0.667,0.689,0.02,-1.857,0.703,-0.863,-1.401,-0.4,-0.305,-0.213,0.597,-1.29,0.641,0.656,0.375,0.904,-1.043,-1.931,0.719,1.087,1.217,0.789,-0.507,-1.234,1.002,1.054,1.902,0.993,-0.353,-0.897,1.092,1.447,-1.091,0.018,1.068,0.701,-0.886,-0.631,-0.267,0.265,-0.452,0.499,-0.26,-1.058,0.212,1.489,0.76,0.839,-1.01,-0.239,0.682
-0.309,0.078,1.378,0.826,1.471,-0.805,0.076,-0.297,0.177,-1.423,-1.244,-0.11,1.51,1.202,0.338,0.042,1.244,0.001,-1.158,0.506,1.339,0.226,-0.2,-1.065,-0.192,0.035,0.534,-1.051,1.259,-0.366,0.539,0.71,0.107,-0.095,0.133,0.5,1.111,0.718,0.881,0.423,2.978,-0.941,-0.208,0.146,0.178,0.534,0.61,0.602,1.236,-1.014,0.157
0.502,0.428,1.07,-1.611,-0.961,-3.022,0.986,-0.685,1.714,0.415,-0.476,-0.987,1.003,1.05,0.674,0.473,-0.501,-1.694,-0.571,2.008,1.146,1.472,-0.463,-0.787,1.473,1.678,1.449,-0.453,0.6,-0.366,0.986,1.358,-0.251,-0.855,1.445,0.698,-0.757,0.625,0.581,0.275,-0.455,-0.611,0.228,0.515,-0.176,1.097,0.694,0.839,-0.568,-2.46,0.691
-0.423,-0.851,-0.627,0.953,-1.34,0.753,0.636,0.131,-0.446,-2.34,0.263,-0.594,0.155,0.658,-0.431,-0.39,0.567,-0.049,-0.043,-1.572,-0.117,0.924,-0.698,-1.046,0.068,-0.226,-0.837,1.747,0.206,0.165,-0.281,-0.626,-1.823,1.939,-0.063,0.458,-1.318,-1.218,-1.15,-0.069,1.281,1.764,0.181,-0.186,0.086,-2.334,-2.258,1.671,0.677,1.698,-0.787
0.342,0.315,0.327,0.267,1.029,0.818,2.113,1.047,1.611,-0.517,-0.302,0.104,0.857,0.785,0.438,0.042,0.304,0.175,-0.199,-0.695,0.176,0.84,-1.857,0.104,0.249,0.536,-2.047,-0.738,0.782,0.165,-0.208,-0.06,0.341,-0.318,-0.621,0.343,0.827,0.711,1.051,0.311,-0.454,-0.798,0.85,0.268,0.536,-0.384,-0.29,0.364,0.252,0.083,0.625
0.409,0.465,0.946,-1.007,0.587,0.835,0.799,0.937,-1.356,-1.273,-0.045,-1.479,0.492,-0.494,0.265,0.042,-0.086,-1.562,0.189,2.096,-1.677,1.167,0.887,1.368,-0.42,-1.256,-0.158,-0.373,0.324,-1.162,1.383,-0.209,-0.087,-1.834,-0.621,0.227,0.51,0.98,-0.766,0.182,-0.457,-0.465,-0.49,0.173,0.244,1.68,2.635,-1.062,-0.17,-1.097,0.385
0.717,0.551,1.52,1.062,-0.501,0.475,-0.765,0.145,0.138,-0.269,0.446,-1.341,1.072,0.776,0.755,0.473,0.574,-1.689,-0.138,0.712,0.131,0.628,0.488,-1.781,-0.886,1.032,0.519,-0.517,1.048,0.43,0.249,-1.326,-0.517,0.007,0.133,0.705,0.373,-0.004,-0.03,0.431,1.289,-0.19,1.106,0.962,-0.443,0.19,0.048,0.839,0.529,-1.6,1.032
-1.24,-1.772,-1.106,-0.333,-0.257,0.991,-0.274,0.774,-0.999,-0.402,-1.026,-1.522,-1.526,-1.751,-1.522,-1.252,-2.567,-2.119,-0.708,1.005,-0.77,0.518,0.615,0.586,-0.606,-2.241,-0.878,0.227,-1.702,-0.897,0.849,-1.694,-0.606,-0.888,0.314,0.363,0.841,-0.839,0.517,-0.12,0.747,-0.524,0.872,-1.92,0.121,0.546,0.498,0.364,-1.751,-0.741,-1.747
-2.292,-1.664,0.133,-1.192,0.156,-0.183,1.205,-0.928,1.533,0.069,-2.766,-0.201,-0.269,-0.109,-1.268,1.335,-0.282,-0.148,-2.164,0.741,-1.623,-0.873,0.287,0.915,-0.683,1.019,1.301,-1.054,-0.902,0.43,0.617,0.358,-1.801,-0.312,1.822,0.332,0.517,-1.092,1.172,0.044,-0.456,-0.726,1.122,-0.876,1.369,0.706,-0.74,0.364,-0.669,0.288,-1.41
0.88,0.885,0.192,0.269,0.095,1.197,0.299,0.469,1.007,0.388,0.972,-0.075,0.398,0.343,0.514,0.042,-0.172,-0.053,0.478,0.366,1.356,-1.751,0.176,-1.256,0.623,0.278,0.634,-0.172,0.3,0.961,-0.566,0.137,-0.306,1.03,1.445,0.338,1.688,-0.333,1.127,0.457,-0.448,-0.263,-0.246,0.37,-0.109,-0.843,0.16,0.364,-0.181,-0.095,0.725
0.324,0.416,0.782,1.642,0.145,0.487,-0.261,-0.499,-1.064,-0.339,0.283,-0.738,1.353,1.184,0.675,0.473,0.023,-0.476,-0.093,0.267,-0.041,0.56,0.786,-0.078,0.384,0.728,-0.543,-1.624,1.121,-0.366,0.531,-1.046,0.047,0.14,0.133,-0.644,-1.316,0.899,-0.276,0.522,1.514,-1.874,1.341,0.722,-0.144,-0.04,-0.852,-0.943,0.36,-0.323,0.271
2.121,1.487,0.474,1.11,-1.135,-0.684,0.138,-0.027,0.001,0.181,1.961,-1.099,-0.394,0.001,2.138,-1.252,0.67,-0.946,1.198,0.491,1.03,0.757,0.071,-1.52,-0.608,-1.022,1.342,1.929,0.378,0.165,-1.171,-1.195,0.716,0.029,0.51,1.276,-0.9,-0.801,-0.545,0.785,-0.46,2.418,0.525,1.204,-0.324,-0.996,-2.258,1.671,0.541,-0.575,1.741
-0.249,-0.075,0.302,-0.044,0.396,0.729,0.735,0.488,1.021,0.117,0.334,-1.64,0.225,-0.295,-0.401,0.042,-0.61,-1.825,0.195,0.844,0.839,-0.358,-0.157,0.613,-1.304,1.084,0.329,-0.226,-0.208,-0.897,-0.015,0.044,-1.006,-0.06,-0.063,0.723,-0.186,0.081,0.238,0.26,0.432,-0.089,-0.403,-0.241,0.663,-0.155,0.273,0.839,0.231,-0.223,-0.114
1.31,0.866,1.934,1.048,-0.79,1.602,-1.18,-0.627,0.418,-1.655,0.735,-0.777,1.272,0.938,1.643,-0.39,0.178,-0.245,-0.027,-0.453,1.513,-0.67,0.125,0.049,-0.63,0.389,-0.791,-0.481,1.541,0.165,0.133,-0.987,-0.09,1.559,0.133,0.326,-0.189,0.265,-0.813,0.634,1.28,-0.25,-0.039,0.941,0.195,-0.04,0.273,0.364,0.053,-1.449,1.256
-0.835,-1.129,-1.342,-0.073,1.111,0.923,-1.375,-1.998,0.498,-1.647,-0.506,-0.472,-1.372,-1.212,-0.621,0.042,0.346,0.731,0.116,0.432,-1.984,1.015,-0.495,-0.644,0.596,-0.464,1.204,1.539,-1.353,0.696,0.427,-2.199,-1.1,0.082,0.314,1.326,-1.316,-1.343,1.222,-0.477,-0.449,1.934,-0.531,-0.892,-0.007,0.419,1.397,1.671,-0.337,1.96,-1.065
0.478,0.327,1.532,1.017,-1.388,-1.023,-0.009,1.473,0.782,1.139,-0.402,-0.646,1.522,1.038,0.806,0.473,-0.245,0.002,-0.84,-0.628,1.333,-0.392,-0.664,-1.696,-1.214,1.502,-0.128,-1.169,1.323,-0.366,-0.027,-0.69,-0.867,1.113,0.133,0.371,1.22,0.656,-0.748,0.521,-0.459,-1.377,-0.063,0.406,-0.655,-0.097,-0.177,0.602,-0.366,-1.091,0.527
0.681,0.455,1.211,-0.313,-0.122,-0.861,1.207,0.036,-0.549,-0.532,0.142,-0.423,0.884,0.917,0.766,-0.39,0.524,-0.184,0.244,1.009,-0.425,-0.383,0.502,-0.925,-1.724,1.196,1.434,0.358,1.176,-0.366,0.066,-1.388,0.551,-0.961,1.626,1.331,-0.615,0.228,0.603,0.47,-0.455,0.014,0.116,0.524,0.929,-0.04,0.16,1.671,0.476,-0.431,0.827
0.373,0.517,0.876,-1.395,-0.84,-0.697,1.322,0.499,0.021,-0.862,-0.169,-0.784,0.816,-0.074,0.802,0.042,-0.097,0.145,-0.303,0.844,0.052,-0.975,1.487,-0.534,0.714,1.142,-0.137,-1.345,0.677,-1.693,-0.279,-0.583,-0.389,-0.014,-0.096,-1.103,0.799,2.093,1.071,0.501,1.285,-0.963,-0.302,0.734,-0.361,-0.69,-1.837,-1.537,-0.256,-0.188,0.387
0.966,0.874,0.751,0.693,-2.006,-0.24,-1.17,0.24,0.354,1.487,0.961,-0.365,0.751,0.912,1.143,-0.39,0.563,-0.138,1.277,0.897,0.007,-0.855,0.496,-0.205,-1.249,1.692,1.284,1.063,0.858,0.43,0.524,-0.932,-0.086,-1.046,1.068,0.308,-1.313,-0.568,-0.795,0.576,-0.457,0.45,0.197,1.194,-0.28,0.534,-0.29,0.364,0.815,-0.339,1.188
0.104,-0.155,-0.784,-0.551,1.324,1.035,-0.618,1.387,1.373,-0.59,-0.432,-1.13,0.7,1.143,0.027,0.042,-1.426,-1.996,-0.586,1.589,-1.398,0.31,0.477,0.844,-0.259,-0.271,1.363,-1.294,0.081,-0.366,0.075,1.504,-0.004,-1.879,0.872,0.342,2.415,0.616,-1.232,0.142,1.517,-0.84,-0.224,-0.261,0.081,-0.04,0.048,0.364,-1.636,-1.356,-0.851
-2.181,-2.199,-1.428,0.304,0.027,0.031,1.272,2.815,0.635,-0.433,-1.488,-0.409,-0.981,-1.242,-1.455,-1.252,0.071,-0.005,-0.652,-0.235,-0.448,-0.206,-0.453,1.485,-0.564,1.161,-0.708,-0.306,-0.465,0.077,-3.407,-2.101,-0.893,0.224,0.314,-0.458,0.484,-0.459,0.959,-0.51,0.742,0.014,-4.108,-0.691,-3.478,-2.104,-2.483,0.72,1.087,2.339,-2.747
0.634,0.409,0.968,0.182,-0.008,-0.273,0.152,0.218,-0.684,-1.39,0.152,-0.699,0.084,0.193,0.575,0.042,-0.464,0.21,0.282,-0.43,0.329,0.585,-0.726,-1.84,-0.486,-1.67,-0.084,1.163,0.262,-0.897,-0.569,-2.833,-0.794,0.498,-0.259,0.346,-0.608,-0.446,1.356,0.466,-0.451,0.703,-0.077,0.163,0.009,-0.843,0.779,0.364,-0.783,-0.941,1.114
1.139,0.693,1.071,0.955,0.25,0.696,0.09,1.556,-0.393,-0.269,0.581,-0.214,0.394,0.728,1.316,-0.39,-0.001,0.067,-0.102,1.615,1.052,-0.096,0.389,0.932,-1.187,-1.949,1.354,-0.487,0.739,-0.366,0.531,-1.024,0.585,-2.036,0.51,0.683,-0.182,-0.195,0.448,0.542,-0.612,0.087,0.816,0.97,0.892,1.738,0.835,0.78,-0.01,-1.232,1.421
-1.577,-2.404,-1.086,0.459,-0.468,-1.95,0.346,-0.836,0.259,-0.219,-0.58,-0.479,-1.405,-1.117,-2.06,0.042,-0.876,0.444,-0.738,-1.622,-0.072,-0.239,-0.272,-1.294,0.977,0.38,-1.104,0.796,-0.937,-0.366,-0.576,-0.661,0.42,0.429,0.314,0.353,-1.316,0.357,-0.597,-0.417,-0.461,0.831,0.774,-1.445,-0.269,-0.843,-0.716,0.364,-0.294,1.772,-1.241
0.676,0.47,0.973,0.548,-0.378,-0.569,1.749,0.064,-0.005,-0.068,0.258,-0.186,0.916,0.899,1.079,-0.39,0.275,0.147,0.383,0.475,-1.569,0.128,0.163,-1.083,1.706,-0.172,1.011,-0.355,1.167,0.364,0.533,-0.421,0.046,-0.789,1.068,0.337,0.376,0.497,-0.693,0.546,0.339,-0.668,0.478,1.052,0.622,0.534,-0.571,-0.289,0.316,-0.601,0.638
0.094,0.136,0.153,-0.891,1.274,0.778,1.635,-2.857,0.219,-1.716,-0.21,-0.881,1.386,1.707,-0.328,1.335,-0.326,-1.481,-0.174,2.02,-0.08,0.692,0.721,1.399,0.92,0.952,2.122,0.138,-0.316,0.165,0.066,0.875,-0.187,0.495,0.872,0.331,-1.19,-1.507,0.21,0.232,-0.452,0.191,-0.025,-0.545,0.734,-0.04,-0.065,0.364,-0.433,-0.799,0.206
0.55,0.347,0.533,-0.0,1.538,-1.168,-0.326,-2.32,-0.171,-1.582,0.05,-0.36,0.602,0.914,0.703,-0.39,0.088,-0.33,-0.304,1.218,0.208,2.025,0.832,0.356,-0.248,1.319,1.635,-0.919,0.839,0.165,0.471,-1.186,-0.122,-1.436,1.626,-0.197,0.653,-0.06,0.36,0.461,1.124,-0.841,0.04,0.544,0.721,0.706,0.891,-0.349,0.113,-0.119,0.45
0.698,0.448,0.824,-0.537,1.271,-0.897,-0.947,-1.104,0.765,1.792,0.044,-0.631,1.211,1.144,0.656,0.904,1.282,-1.427,0.047,0.432,0.665,-0.84,1.716,0.5,-0.187,-0.419,-0.714,-0.321,0.977,0.43,0.261,1.041,0.068,-1.657,0.133,0.243,-0.621,0.542,0.178,0.37,-0.44,-0.335,0.336,0.568,0.543,0.19,-0.177,0.245,1.419,-0.877,0.563
0.096,-0.039,0.965,1.284,0.002,-0.106,1.52,-0.449,0.912,-1.349,-0.269,-0.798,0.554,-0.173,0.137,0.042,1.299,-0.148,0.076,0.56,1.418,0.586,-1.127,-0.715,1.693,1.545,0.008,-0.44,0.517,-0.1,0.528,0.841,-0.118,0.189,0.133,0.712,-0.055,0.579,-0.27,0.18,0.738,-0.355,0.941,0.114,0.777,0.534,0.835,0.839,0.666,0.46,0.426
-0.384,0.075,-0.178,-0.522,-0.847,-0.604,-0.692,0.133,-0.764,-2.371,0.452,-0.224,0.549,0.259,-0.219,0.042,0.447,-0.027,0.636,0.66,-0.669,-0.183,-0.504,0.174,0.526,0.973,0.424,-0.545,0.099,0.696,0.443,0.011,0.429,-0.222,0.314,0.33,0.942,0.144,1.738,0.307,2.951,-0.248,0.364,0.508,0.441,0.419,0.16,0.364,0.871,0.421,0.167
0.264,0.066,1.378,0.294,0.348,0.185,0.969,0.245,-0.129,1.555,0.208,-0.852,0.522,0.544,0.23,0.042,-0.272,-0.116,0.007,0.005,0.872,-0.156,-0.613,0.721,-1.215,2.214,-0.204,-0.734,-0.124,-0.897,0.523,-1.361,-1.433,0.26,-0.063,0.713,-0.181,-0.609,0.432,0.378,1.13,-0.312,0.115,0.085,-0.724,0.247,0.835,0.839,-0.96,-1.557,0.817
-2.337,-2.198,-0.427,-1.63,-0.826,-0.043,-0.145,-1.678,-0.63,-0.568,-1.732,0.01,-0.262,0.207,-0.889,0.904,-1.376,0.339,-1.815,-1.219,1.64,-1.949,0.583,0.548,-0.308,-1.153,-0.029,-1.546,-0.178,0.298,2.892,1.247,-0.782,0.697,1.068,-0.254,0.969,4.038,-0.198,-0.275,2.114,-0.962,0.205,-0.429,1.198,-0.422,-0.128,-0.943,-1.81,2.164,-1.623
0.431,0.448,0.632,0.102,0.214,1.075,0.832,1.12,-0.292,0.047,-0.039,-1.269,-0.364,-0.504,0.304,-1.252,-0.029,-1.392,0.449,1.719,-0.815,-0.911,-1.161,-0.157,-0.925,0.042,-1.223,0.822,0.43,0.43,0.073,-0.137,-0.25,-1.416,0.314,-0.273,-0.203,-0.431,-1.051,0.193,0.501,0.141,-0.797,0.233,-0.966,-0.675,0.629,-0.349,0.164,-0.749,0.45
1.172,0.42,1.311,-0.405,0.047,-1.796,0.277,-0.96,0.636,0.06,0.221,-0.78,0.535,0.776,1.11,-0.39,0.623,-0.95,0.308,1.575,-0.931,0.435,0.501,-2.598,0.455,0.361,1.705,0.23,0.954,0.165,0.526,-1.102,0.411,-1.716,1.626,0.344,-0.964,-0.204,0.065,0.49,-1.285,0.157,1.295,0.497,0.163,0.247,-0.571,0.008,0.725,-1.427,1.072
-1.791,-1.632,-1.053,-1.68,0.18,1.558,-1.119,-0.755,0.254,-0.236,-1.399,-0.206,-0.827,-0.554,-1.979,-0.39,-2.535,0.408,-1.324,0.472,0.265,0.009,-0.864,0.123,-1.22,2.108,1.542,-0.194,-2.402,-1.162,0.432,-0.62,-0.489,-1.07,1.068,0.347,0.536,-0.539,-0.022,-0.145,-0.449,0.088,0.216,-2.988,0.966,1.68,0.16,0.364,-2.608,0.431,-2.548
0.1,0.043,0.76,0.75,0.261,1.356,1.589,1.365,-1.815,-0.495,-0.395,-1.379,0.378,0.294,0.076,0.473,0.41,-1.511,0.052,0.102,0.868,-0.116,1.747,1.707,-0.263,-1.191,-0.553,-0.578,0.211,0.165,0.253,-1.433,-0.466,0.107,-0.063,0.701,0.233,-0.436,-0.207,0.422,-0.46,-0.714,0.376,0.282,0.469,0.381,-0.065,0.839,0.706,-0.802,1.037
-0.351,-0.485,0.302,-1.446,2.32,0.812,-0.66,2.208,0.397,1.837,-0.031,-1.519,-0.438,-1.262,-0.812,-2.114,-1.41,-1.29,-0.096,0.771,2.095,-0.884,0.148,-1.348,0.713,0.985,-0.297,0.87,-0.752,-1.162,0.985,-0.051,-1.315,1.581,-0.063,-0.997,-1.319,-0.031,-0.103,0.106,-0.451,0.737,1.42,-0.956,0.371,1.107,0.273,-0.943,-0.906,-0.011,-0.308
0.703,0.252,-1.1,-1.144,-0.832,2.102,-0.002,-0.347,-0.104,1.62,1.03,-0.52,-2.338,-1.963,-0.259,0.042,-2.526,0.198,1.121,-1.536,0.16,2.049,-0.934,-0.693,0.124,1.662,-1.125,2.909,-2.915,0.165,0.527,0.581,0.721,0.14,0.314,0.334,-1.322,-0.503,-3.157,0.177,-0.46,3.035,0.871,-1.47,0.5,-0.04,-0.684,-0.289,-2.554,1.04,-0.057
0.408,0.585,0.226,-0.349,-0.001,-0.119,0.176,-0.202,-1.425,-1.053,0.248,-0.076,0.49,0.206,0.581,0.042,1.118,0.03,0.168,1.238,0.877,-1.314,-0.948,-0.356,0.234,-0.949,0.301,-0.251,0.167,0.43,0.439,-0.437,1.521,-0.708,0.133,0.333,0.8,0.289,1.968,0.359,-0.45,0.083,-0.085,0.922,0.114,0.419,0.16,0.364,1.16,-0.07,0.516
-2.316,-3.479,-1.609,-2.101,0.905,-0.042,0.031,1.281,0.5,-0.71,-0.724,0.093,-1.564,-2.013,-3.114,-0.821,0.242,0.328,-2.108,-2.729,1.489,-1.502,0.285,-0.286,-0.969,-0.969,-0.923,-0.466,-1.934,-1.428,0.183,1.104,-1.993,1.663,-0.063,-4.315,1.652,-1.123,-0.152,-0.592,-0.447,-0.192,1.135,-2.021,0.881,-0.365,-0.271,-5.695,0.614,2.069,-2.803
0.371,0.148,0.457,-0.343,0.049,-0.246,-1.06,-0.28,-0.515,-0.802,-0.143,-0.553,1.32,1.348,0.506,0.473,0.314,-0.738,-0.124,0.39,-0.104,0.374,2.951,-0.856,-0.721,0.253,1.461,-0.974,1.253,0.696,1.715,1.692,0.095,0.404,1.288,0.257,0.255,0.814,-0.818,0.34,-0.459,-1.184,0.576,0.21,-0.425,1.948,1.36,0.245,0.237,0.526,-0.447
0.314,0.314,0.08,0.155,0.647,-0.532,0.138,-0.985,0.68,0.071,0.05,-0.556,-0.322,-0.452,0.384,-1.252,1.07,0.473,0.039,-0.904,-1.516,-0.392,-0.283,-1.399,-1.268,0.277,-0.89,-0.326,0.382,0.43,-0.336,0.187,-0.06,0.593,0.51,-1.759,1.461,0.025,-1.037,0.099,0.503,-0.403,0.244,0.238,-0.064,-0.9,-2.315,-1.834,0.575,0.955,0.03
0.619,0.34,1.142,0.771,-2.724,0.451,1.084,0.267,-0.791,-1.378,-0.126,0.005,0.031,-0.015,0.486,-1.252,0.301,0.669,-0.297,-0.214,0.238,1.323,0.781,-0.494,2.355,0.565,0.28,-0.494,0.759,0.165,-3.572,-0.024,0.763,0.665,0.872,0.331,1.096,0.185,-0.807,0.401,2.143,-0.552,-4.496,0.309,-3.847,-2.334,-2.258,0.364,0.339,-0.848,0.649
-0.681,-0.823,-0.344,-0.37,-0.399,-0.678,-0.807,-1.846,-0.814,2.439,0.012,-0.236,0.071,0.332,-0.381,-0.39,0.334,0.146,-0.1,0.638,0.144,-0.155,-2.136,-0.532,0.319,-0.463,1.538,1.061,0.044,0.165,0.073,-0.91,-0.515,-0.848,1.445,1.33,-1.313,-0.803,0.177,-0.034,0.657,0.89,-0.466,0.052,1.536,-0.04,0.16,1.671,0.177,1.317,-0.642
0.576,0.625,1.096,0.097,1.349,1.077,-0.736,-0.602,-1.637,0.155,0.21,-1.238,0.677,0.555,0.613,0.042,-0.348,-0.73,0.541,-0.862,1.184,-0.455,-0.423,-1.645,0.783,0.716,-0.731,-0.176,0.497,-0.366,-0.392,0.075,-0.297,0.605,-0.063,0.35,-1.309,-0.16,0.526,0.452,0.972,-0.014,0.157,0.828,-0.308,-0.881,-0.402,0.364,-0.337,-0.53,0.55
-1.491,-2.17,-1.067,-0.304,0.584,1.168,-1.699,0.718,0.343,1.172,-0.695,-0.623,-0.187,0.461,-1.892,-0.39,0.463,-0.243,-1.051,-0.231,1.013,0.546,0.085,-0.246,-1.295,-0.03,-0.982,1.63,-0.609,0.165,-3.567,-0.294,-1.917,1.151,0.314,0.673,-1.317,-1.317,-0.439,-0.322,1.279,1.764,-4.353,-1.296,-3.893,-3.366,-3.552,1.799,0.636,2.13,-2.855
-0.493,-0.786,-1.547,-0.931,0.334,-0.509,-0.054,-1.814,-0.637,0.412,-0.44,-0.237,0.568,0.932,-0.466,0.042,1.05,-0.289,-0.5,0.993,-0.577,1.357,-2.069,0.051,-0.456,0.706,2.003,-0.446,-0.337,-0.366,0.245,0.959,-1.052,-0.987,0.872,0.355,0.823,-1.459,-0.188,-0.111,-0.455,-0.328,-0.022,-0.065,0.086,0.19,0.16,0.364,1.036,1.202,-2.187
0.276,0.064,-0.87,-0.773,-0.486,1.6,1.648,-0.462,-0.06,0.903,0.489,0.021,-0.253,-0.142,-0.491,0.042,1.124,0.299,0.437,-1.234,0.587,1.5,0.169,0.936,0.538,1.962,-0.521,-0.619,-0.378,0.961,-0.175,1.518,-1.271,0.949,0.314,0.241,0.945,-0.651,-1.967,0.135,-0.462,-0.246,-0.01,0.105,-0.612,-1.361,-4.274,0.364,0.218,1.142,0.412
0.498,0.224,1.113,0.983,0.502,-0.806,-0.015,0.111,0.474,-0.173,-0.015,-0.828,1.302,1.07,0.61,0.042,0.874,-1.367,-0.061,0.469,1.86,0.135,0.63,-1.716,-0.532,-1.142,-0.219,-0.382,1.042,-0.897,0.519,0.134,0.464,-0.482,-0.259,0.525,1.112,0.43,0.828,0.373,-0.451,-0.316,0.071,0.471,0.689,0.534,0.61,0.602,1.113,-1.213,0.347
-0.338,-0.718,-0.852,-1.813,-3.229,-2.131,-1.252,0.86,-0.293,-0.094,-0.711,-0.352,-1.826,-2.482,-0.591,0.473,-2.194,0.266,-0.726,-2.59,0.536,-1.926,1.129,0.87,-0.696,-1.146,-1.325,-0.591,-2.063,-0.897,-0.575,2.586,-1.764,1.05,-0.817,0.361,0.513,-1.248,-1.444,-0.088,2.163,-0.629,0.005,-1.215,-0.381,0.419,0.16,0.364,-2.244,0.192,-0.719
0.144,-0.068,-0.244,-1.286,-0.346,-0.692,0.546,0.426,-1.428,1.117,-0.2,-0.593,-0.296,0.213,0.077,0.473,-2.298,-1.097,0.065,0.876,-0.547,-0.093,0.094,-2.1,0.242,-0.924,0.38,0.742,-1.459,-0.897,-0.301,0.388,0.174,-0.518,1.288,0.687,0.336,-0.03,1.087,0.213,-0.455,0.946,0.019,-1.077,1.137,-2.563,0.498,0.839,-1.99,-0.272,-0.121
0.949,1.101,0.825,1.127,0.219,0.765,1.239,-1.187,-0.622,0.338,1.244,-1.238,0.206,0.474,0.94,-0.39,0.547,-1.242,1.01,0.107,-0.727,0.806,-0.12,0.429,0.197,1.52,-0.259,0.627,0.288,0.209,0.249,-1.244,0.077,0.162,0.133,0.705,-1.322,-0.577,-0.249,0.599,-0.462,1.018,-0.037,1.372,0.628,0.247,0.048,0.839,0.822,-0.226,1.077
